File_Path,Line_Number,Found_in_Function,Function_Definition_Line_Number,Assert_Statement_Type,Oracle_Argument_ Position,Differential_Function_Line_Number,Differential_Test_Function,Evaluation
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6593,perm_fn,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6600,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6483,model,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6485,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6494,model,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6495,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6507,model,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6510,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6532,model,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6539,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6546,model,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6553,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6562,model,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6569,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6576,model,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6583,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6592,model,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,1,6599,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6484,torch.tensor,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6486,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6496,perm_fn,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6498,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6508,perm_fn,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6511,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6533,perm_fn,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6540,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6547,perm_fn,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6554,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6563,perm_fn,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6570,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6577,perm_fn,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6584,numpy,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6593,perm_fn,TODO
test\test_nn.py,6602,test_transformerdecoderlayer,6455,assert_allclose,2,6600,numpy,TODO
test\test_nn.py,6636,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6633,model,TODO
test\test_nn.py,6636,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6642,model,TODO
test\test_nn.py,6636,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6653,model,TODO
test\test_nn.py,6636,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6676,model,TODO
test\test_nn.py,6636,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6634,torch.tensor,TODO
test\test_nn.py,6636,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6643,perm_fn,TODO
test\test_nn.py,6636,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6654,perm_fn,TODO
test\test_nn.py,6636,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6677,perm_fn,TODO
test\test_nn.py,6646,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6633,model,TODO
test\test_nn.py,6646,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6642,model,TODO
test\test_nn.py,6646,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6653,model,TODO
test\test_nn.py,6646,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6676,model,TODO
test\test_nn.py,6646,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6634,torch.tensor,TODO
test\test_nn.py,6646,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6643,perm_fn,TODO
test\test_nn.py,6646,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6654,perm_fn,TODO
test\test_nn.py,6646,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6677,perm_fn,TODO
test\test_nn.py,6657,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6633,model,TODO
test\test_nn.py,6657,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6642,model,TODO
test\test_nn.py,6657,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6653,model,TODO
test\test_nn.py,6657,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6676,model,TODO
test\test_nn.py,6657,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6634,torch.tensor,TODO
test\test_nn.py,6657,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6643,perm_fn,TODO
test\test_nn.py,6657,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6654,perm_fn,TODO
test\test_nn.py,6657,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6677,perm_fn,TODO
test\test_nn.py,6684,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6633,model,TODO
test\test_nn.py,6684,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6642,model,TODO
test\test_nn.py,6684,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6653,model,TODO
test\test_nn.py,6684,test_transformerdecoderlayer_gelu,6604,assert_allclose,1,6676,model,TODO
test\test_nn.py,6684,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6634,torch.tensor,TODO
test\test_nn.py,6684,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6643,perm_fn,TODO
test\test_nn.py,6684,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6654,perm_fn,TODO
test\test_nn.py,6684,test_transformerdecoderlayer_gelu,6604,assert_allclose,2,6677,perm_fn,TODO
test\test_nn.py,6752,test_transformerencoder,6686,assert_allclose,1,6739,model,TODO
test\test_nn.py,6752,test_transformerencoder,6686,assert_allclose,1,6756,model,TODO
test\test_nn.py,6752,test_transformerencoder,6686,assert_allclose,1,6762,model,TODO
test\test_nn.py,6752,test_transformerencoder,6686,assert_allclose,1,6779,model,TODO
test\test_nn.py,6752,test_transformerencoder,6686,assert_allclose,1,6795,model,TODO
test\test_nn.py,6752,test_transformerencoder,6686,assert_allclose,1,6814,model,TODO
test\test_nn.py,6752,test_transformerencoder,6686,assert_allclose,1,6830,model,TODO
test\test_nn.py,6752,test_transformerencoder,6686,assert_allclose,2,6740,to,TODO
test\test_nn.py,6752,test_transformerencoder,6686,assert_allclose,2,6763,to,TODO
test\test_nn.py,6752,test_transformerencoder,6686,assert_allclose,2,6780,to,TODO
test\test_nn.py,6752,test_transformerencoder,6686,assert_allclose,2,6796,to,TODO
test\test_nn.py,6752,test_transformerencoder,6686,assert_allclose,2,6815,to,TODO
test\test_nn.py,6752,test_transformerencoder,6686,assert_allclose,2,6831,to,TODO
test\test_nn.py,6758,test_transformerencoder,6686,assert_allclose,1,6739,model,TODO
test\test_nn.py,6758,test_transformerencoder,6686,assert_allclose,1,6756,model,TODO
test\test_nn.py,6758,test_transformerencoder,6686,assert_allclose,1,6762,model,TODO
test\test_nn.py,6758,test_transformerencoder,6686,assert_allclose,1,6779,model,TODO
test\test_nn.py,6758,test_transformerencoder,6686,assert_allclose,1,6795,model,TODO
test\test_nn.py,6758,test_transformerencoder,6686,assert_allclose,1,6814,model,TODO
test\test_nn.py,6758,test_transformerencoder,6686,assert_allclose,1,6830,model,TODO
test\test_nn.py,6758,test_transformerencoder,6686,assert_allclose,2,6740,to,TODO
test\test_nn.py,6758,test_transformerencoder,6686,assert_allclose,2,6763,to,TODO
test\test_nn.py,6758,test_transformerencoder,6686,assert_allclose,2,6780,to,TODO
test\test_nn.py,6758,test_transformerencoder,6686,assert_allclose,2,6796,to,TODO
test\test_nn.py,6758,test_transformerencoder,6686,assert_allclose,2,6815,to,TODO
test\test_nn.py,6758,test_transformerencoder,6686,assert_allclose,2,6831,to,TODO
test\test_nn.py,6775,test_transformerencoder,6686,assert_allclose,1,6739,model,TODO
test\test_nn.py,6775,test_transformerencoder,6686,assert_allclose,1,6756,model,TODO
test\test_nn.py,6775,test_transformerencoder,6686,assert_allclose,1,6762,model,TODO
test\test_nn.py,6775,test_transformerencoder,6686,assert_allclose,1,6779,model,TODO
test\test_nn.py,6775,test_transformerencoder,6686,assert_allclose,1,6795,model,TODO
test\test_nn.py,6775,test_transformerencoder,6686,assert_allclose,1,6814,model,TODO
test\test_nn.py,6775,test_transformerencoder,6686,assert_allclose,1,6830,model,TODO
test\test_nn.py,6775,test_transformerencoder,6686,assert_allclose,2,6740,to,TODO
test\test_nn.py,6775,test_transformerencoder,6686,assert_allclose,2,6763,to,TODO
test\test_nn.py,6775,test_transformerencoder,6686,assert_allclose,2,6780,to,TODO
test\test_nn.py,6775,test_transformerencoder,6686,assert_allclose,2,6796,to,TODO
test\test_nn.py,6775,test_transformerencoder,6686,assert_allclose,2,6815,to,TODO
test\test_nn.py,6775,test_transformerencoder,6686,assert_allclose,2,6831,to,TODO
test\test_nn.py,6792,test_transformerencoder,6686,assert_allclose,1,6739,model,TODO
test\test_nn.py,6792,test_transformerencoder,6686,assert_allclose,1,6756,model,TODO
test\test_nn.py,6792,test_transformerencoder,6686,assert_allclose,1,6762,model,TODO
test\test_nn.py,6792,test_transformerencoder,6686,assert_allclose,1,6779,model,TODO
test\test_nn.py,6792,test_transformerencoder,6686,assert_allclose,1,6795,model,TODO
test\test_nn.py,6792,test_transformerencoder,6686,assert_allclose,1,6814,model,TODO
test\test_nn.py,6792,test_transformerencoder,6686,assert_allclose,1,6830,model,TODO
test\test_nn.py,6792,test_transformerencoder,6686,assert_allclose,2,6740,to,TODO
test\test_nn.py,6792,test_transformerencoder,6686,assert_allclose,2,6763,to,TODO
test\test_nn.py,6792,test_transformerencoder,6686,assert_allclose,2,6780,to,TODO
test\test_nn.py,6792,test_transformerencoder,6686,assert_allclose,2,6796,to,TODO
test\test_nn.py,6792,test_transformerencoder,6686,assert_allclose,2,6815,to,TODO
test\test_nn.py,6792,test_transformerencoder,6686,assert_allclose,2,6831,to,TODO
test\test_nn.py,6808,test_transformerencoder,6686,assert_allclose,1,6739,model,TODO
test\test_nn.py,6808,test_transformerencoder,6686,assert_allclose,1,6756,model,TODO
test\test_nn.py,6808,test_transformerencoder,6686,assert_allclose,1,6762,model,TODO
test\test_nn.py,6808,test_transformerencoder,6686,assert_allclose,1,6779,model,TODO
test\test_nn.py,6808,test_transformerencoder,6686,assert_allclose,1,6795,model,TODO
test\test_nn.py,6808,test_transformerencoder,6686,assert_allclose,1,6814,model,TODO
test\test_nn.py,6808,test_transformerencoder,6686,assert_allclose,1,6830,model,TODO
test\test_nn.py,6808,test_transformerencoder,6686,assert_allclose,2,6740,to,TODO
test\test_nn.py,6808,test_transformerencoder,6686,assert_allclose,2,6763,to,TODO
test\test_nn.py,6808,test_transformerencoder,6686,assert_allclose,2,6780,to,TODO
test\test_nn.py,6808,test_transformerencoder,6686,assert_allclose,2,6796,to,TODO
test\test_nn.py,6808,test_transformerencoder,6686,assert_allclose,2,6815,to,TODO
test\test_nn.py,6808,test_transformerencoder,6686,assert_allclose,2,6831,to,TODO
test\test_nn.py,6827,test_transformerencoder,6686,assert_allclose,1,6739,model,TODO
test\test_nn.py,6827,test_transformerencoder,6686,assert_allclose,1,6756,model,TODO
test\test_nn.py,6827,test_transformerencoder,6686,assert_allclose,1,6762,model,TODO
test\test_nn.py,6827,test_transformerencoder,6686,assert_allclose,1,6779,model,TODO
test\test_nn.py,6827,test_transformerencoder,6686,assert_allclose,1,6795,model,TODO
test\test_nn.py,6827,test_transformerencoder,6686,assert_allclose,1,6814,model,TODO
test\test_nn.py,6827,test_transformerencoder,6686,assert_allclose,1,6830,model,TODO
test\test_nn.py,6827,test_transformerencoder,6686,assert_allclose,2,6740,to,TODO
test\test_nn.py,6827,test_transformerencoder,6686,assert_allclose,2,6763,to,TODO
test\test_nn.py,6827,test_transformerencoder,6686,assert_allclose,2,6780,to,TODO
test\test_nn.py,6827,test_transformerencoder,6686,assert_allclose,2,6796,to,TODO
test\test_nn.py,6827,test_transformerencoder,6686,assert_allclose,2,6815,to,TODO
test\test_nn.py,6827,test_transformerencoder,6686,assert_allclose,2,6831,to,TODO
test\test_nn.py,6843,test_transformerencoder,6686,assert_allclose,1,6739,model,TODO
test\test_nn.py,6843,test_transformerencoder,6686,assert_allclose,1,6756,model,TODO
test\test_nn.py,6843,test_transformerencoder,6686,assert_allclose,1,6762,model,TODO
test\test_nn.py,6843,test_transformerencoder,6686,assert_allclose,1,6779,model,TODO
test\test_nn.py,6843,test_transformerencoder,6686,assert_allclose,1,6795,model,TODO
test\test_nn.py,6843,test_transformerencoder,6686,assert_allclose,1,6814,model,TODO
test\test_nn.py,6843,test_transformerencoder,6686,assert_allclose,1,6830,model,TODO
test\test_nn.py,6843,test_transformerencoder,6686,assert_allclose,2,6740,to,TODO
test\test_nn.py,6843,test_transformerencoder,6686,assert_allclose,2,6763,to,TODO
test\test_nn.py,6843,test_transformerencoder,6686,assert_allclose,2,6780,to,TODO
test\test_nn.py,6843,test_transformerencoder,6686,assert_allclose,2,6796,to,TODO
test\test_nn.py,6843,test_transformerencoder,6686,assert_allclose,2,6815,to,TODO
test\test_nn.py,6843,test_transformerencoder,6686,assert_allclose,2,6831,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,6893,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,6904,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,6916,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,7124,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,7135,to,TODO
test\test_nn.py,6946,test_transformerdecoder,6846,assert_allclose,2,7160,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,6889,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,6899,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,6911,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,6937,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,6950,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,6966,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,6980,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,6996,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,7015,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,7043,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,7062,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,7090,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,7114,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,7123,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,7134,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,1,7159,model,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,6890,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,6900,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,6912,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,6938,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,6952,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,6968,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,6982,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,6999,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,7016,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,7044,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,7063,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,7091,to,TODO
test\test_nn.py,6960,test_transformerdecoder,6846,assert_allclose,2,7115,to,TODO
